resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit
186,26,16,10,18,\N,18,0.0,10,\N,\N,5,18,1:38.160,188.545,20,sutil,1983-01-11,force_india,Spun off,0.0,34640.10743801653
187,26,20,5,8,\N,19,0.0,0,\N,\N,\N,\N,\N,\N,4,vettel,1987-07-03,toro_rosso,Collision,7.0,71738.98139534883
188,26,14,9,11,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,4,coulthard,1971-03-27,red_bull,Collision,24.0,
189,27,1,1,1,1,1,10.0,67,1:31:20.874,5480874,17,2,1:16.039,216.552,1,hamilton,1985-01-07,mclaren,Finished,86.0,74893.54398148147
190,27,12,4,17,2,2,8.0,67,+5.586,5486460,66,9,1:16.910,214.099,1,piquet_jr,1985-07-25,renault,Finished,23.0,
191,27,13,6,2,3,3,6.0,67,+9.339,5490213,19,5,1:16.502,215.241,1,massa,1981-04-25,ferrari,Finished,105.0,48945.787301587305
192,27,2,2,12,4,4,5.0,67,+9.825,5490699,52,1,1:15.987,216.700,1,heidfeld,1977-05-10,bmw_sauber,Finished,89.0,22933.32
193,27,5,1,3,5,5,4.0,67,+12.411,5493285,63,4,1:16.495,215.261,1,kovalainen,1981-10-19,mclaren,Finished,86.0,24608.666666666668
194,27,8,6,6,6,6,3.0,67,+14.403,5495277,66,3,1:16.342,215.692,1,raikkonen,1979-10-17,ferrari,Finished,105.0,77797.62640449438
195,27,9,2,7,7,7,2.0,67,+22.682,5503556,17,6,1:16.610,214.937,1,kubica,1984-12-07,bmw_sauber,Finished,89.0,24428.738095238095
196,27,20,5,9,8,8,1.0,67,+33.299,5514173,20,8,1:16.772,214.484,1,vettel,1987-07-03,toro_rosso,Finished,8.0,71738.98139534883
197,27,15,7,4,9,9,0.0,67,+37.158,5518032,17,12,1:17.023,213.785,1,trulli,1974-07-13,toyota,Finished,25.0,25106.5
198,27,3,3,13,10,10,0.0,67,+37.625,5518499,34,15,1:17.380,212.799,1,rosberg,1985-06-27,williams,Finished,16.0,49760.69076305221
199,27,4,4,5,11,11,0.0,67,+38.600,5519474,17,13,1:17.115,213.530,1,alonso,1981-07-29,renault,Finished,23.0,69458.58670520231
200,27,7,5,15,12,12,0.0,67,+39.111,5519985,63,10,1:16.969,213.935,1,bourdais,1979-02-28,toro_rosso,Finished,8.0,
201,27,14,9,10,13,13,0.0,67,+54.971,5535845,18,11,1:16.994,213.866,1,coulthard,1971-03-27,red_bull,Finished,24.0,
202,27,6,3,16,14,14,0.0,67,+1:00.003,5540877,23,17,1:17.691,211.947,1,nakajima,1985-01-11,williams,Finished,16.0,
203,27,16,10,19,15,15,0.0,67,+1:09.488,5550362,66,18,1:17.889,211.408,1,sutil,1983-01-11,force_india,Finished,0.0,34640.10743801653
204,27,21,10,20,16,16,0.0,67,+1:24.093,5564967,67,20,1:18.208,210.546,1,fisichella,1973-01-14,force_india,Finished,0.0,
205,27,18,11,14,17,17,0.0,66,\N,\N,56,16,1:17.636,212.097,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
206,27,22,11,18,\N,18,0.0,50,\N,\N,30,19,1:17.986,211.145,4,barrichello,1972-05-23,honda,Collision,14.0,24617.02
207,27,17,9,8,\N,19,0.0,40,\N,\N,20,14,1:17.206,213.278,5,webber,1976-08-27,red_bull,Engine,24.0,23556.549295774646
208,27,10,7,11,\N,20,0.0,35,\N,\N,24,7,1:16.712,214.652,22,glock,1982-03-18,toyota,Suspension,25.0,23743.946666666667
209,28,5,1,2,1,1,10.0,70,1:37:27.067,5847067,19,7,1:21.753,192.917,1,kovalainen,1981-10-19,mclaren,Finished,100.0,24608.666666666668
210,28,10,7,5,2,2,8.0,70,+11.061,5858128,42,6,1:21.671,193.111,1,glock,1982-03-18,toyota,Finished,35.0,23743.946666666667
211,28,8,6,6,3,3,6.0,70,+16.856,5863923,61,1,1:21.195,194.243,1,raikkonen,1979-10-17,ferrari,Finished,111.0,77797.62640449438
212,28,4,4,7,4,4,5.0,70,+21.614,5868681,47,8,1:21.793,192.823,1,alonso,1981-07-29,renault,Finished,31.0,69458.58670520231
213,28,1,1,1,5,5,4.0,70,+23.048,5870115,15,3,1:21.493,193.533,1,hamilton,1985-01-07,mclaren,Finished,100.0,74893.54398148147
214,28,12,4,10,6,6,3.0,70,+32.298,5879365,64,4,1:21.537,193.428,1,piquet_jr,1985-07-25,renault,Finished,31.0,
215,28,15,7,9,7,7,2.0,70,+36.449,5883516,65,5,1:21.638,193.189,1,trulli,1974-07-13,toyota,Finished,35.0,25106.5
216,28,9,2,4,8,8,1.0,70,+48.321,5895388,70,9,1:21.941,192.475,1,kubica,1984-12-07,bmw_sauber,Finished,90.0,24428.738095238095
217,28,17,9,8,9,9,0.0,70,+58.834,5905901,67,10,1:22.125,192.043,1,webber,1976-08-27,red_bull,Finished,24.0,23556.549295774646
218,28,2,2,15,10,10,0.0,70,+1:07.709,5914776,67,11,1:22.183,191.908,1,heidfeld,1977-05-10,bmw_sauber,Finished,90.0,22933.32
219,28,14,9,13,11,11,0.0,70,+1:10.407,5917474,67,16,1:22.732,190.634,1,coulthard,1971-03-27,red_bull,Finished,24.0,
220,28,18,11,12,12,12,0.0,69,\N,\N,63,13,1:22.397,191.409,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
221,28,6,3,16,13,13,0.0,69,\N,\N,67,18,1:23.307,189.319,11,nakajima,1985-01-11,williams,+1 Lap,16.0,
222,28,3,3,14,14,14,0.0,69,\N,\N,57,12,1:22.397,191.409,11,rosberg,1985-06-27,williams,+1 Lap,16.0,49760.69076305221
223,28,21,10,18,15,15,0.0,69,\N,\N,68,15,1:22.641,190.844,11,fisichella,1973-01-14,force_india,+1 Lap,0.0,
224,28,22,11,17,16,16,0.0,68,\N,\N,65,14,1:22.436,191.319,12,barrichello,1972-05-23,honda,+2 Laps,14.0,24617.02
225,28,13,6,3,17,17,0.0,67,\N,\N,16,2,1:21.355,193.861,5,massa,1981-04-25,ferrari,Engine,111.0,48945.787301587305
226,28,7,5,19,18,18,0.0,67,\N,\N,29,17,1:23.220,189.516,13,bourdais,1979-02-28,toro_rosso,+3 Laps,8.0,
227,28,16,10,20,\N,19,0.0,62,\N,\N,29,19,1:23.650,188.542,23,sutil,1983-01-11,force_india,Brakes,0.0,34640.10743801653
228,28,20,5,11,\N,20,0.0,22,\N,\N,17,20,1:24.222,187.262,25,vettel,1987-07-03,toro_rosso,Overheating,8.0,71738.98139534883
229,29,13,6,1,1,1,10.0,57,1:35:32.339,5732339,36,1,1:38.708,197.637,1,massa,1981-04-25,ferrari,Finished,121.0,48945.787301587305
230,29,1,1,2,2,2,8.0,57,+5.611,5737950,16,2,1:38.884,197.285,1,hamilton,1985-01-07,mclaren,Finished,113.0,74893.54398148147
231,29,9,2,3,3,3,6.0,57,+37.353,5769692,38,4,1:39.330,196.399,1,kubica,1984-12-07,bmw_sauber,Finished,96.0,24428.738095238095
232,29,5,1,5,4,4,5.0,57,+39.703,5772042,19,3,1:39.112,196.831,1,kovalainen,1981-10-19,mclaren,Finished,113.0,24608.666666666668
233,29,15,7,7,5,5,4.0,57,+50.684,5783023,37,12,1:39.657,195.755,1,trulli,1974-07-13,toyota,Finished,41.0,25106.5
234,29,20,5,6,6,6,3.0,57,+52.625,5784964,36,6,1:39.485,196.093,1,vettel,1987-07-03,toro_rosso,Finished,11.0,71738.98139534883
235,29,10,7,13,7,7,2.0,57,+1:07.990,5800329,54,8,1:39.535,195.995,1,glock,1982-03-18,toyota,Finished,41.0,23743.946666666667
236,29,3,3,9,8,8,1.0,57,+1:11.457,5803796,35,10,1:39.577,195.912,1,rosberg,1985-06-27,williams,Finished,17.0,49760.69076305221
237,29,2,2,8,9,9,0.0,57,+1:22.177,5814516,57,7,1:39.526,196.013,1,heidfeld,1977-05-10,bmw_sauber,Finished,96.0,22933.32
238,29,7,5,10,10,10,0.0,57,+1:29.794,5822133,35,11,1:39.639,195.790,1,bourdais,1979-02-28,toro_rosso,Finished,11.0,
239,29,12,4,15,11,11,0.0,57,+1:32.717,5825056,29,9,1:39.544,195.977,1,piquet_jr,1985-07-25,renault,Finished,31.0,
240,29,17,9,14,12,12,0.0,56,\N,\N,27,14,1:40.264,194.570,11,webber,1976-08-27,red_bull,+1 Lap,24.0,23556.549295774646
241,29,18,11,16,13,13,0.0,56,\N,\N,21,18,1:40.763,193.606,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
242,29,21,10,18,14,14,0.0,56,\N,\N,54,15,1:40.353,194.397,11,fisichella,1973-01-14,force_india,+1 Lap,0.0,
243,29,6,3,11,15,15,0.0,56,\N,\N,56,13,1:39.803,195.469,11,nakajima,1985-01-11,williams,+1 Lap,17.0,
244,29,22,11,19,16,16,0.0,56,\N,\N,56,16,1:40.593,193.933,11,barrichello,1972-05-23,honda,+1 Lap,14.0,24617.02
245,29,14,9,17,17,17,0.0,56,\N,\N,13,19,1:40.978,193.194,11,coulthard,1971-03-27,red_bull,+1 Lap,24.0,
246,29,8,6,4,\N,18,0.0,45,\N,\N,34,5,1:39.424,196.214,5,raikkonen,1979-10-17,ferrari,Engine,121.0,77797.62640449438
247,29,16,10,20,\N,19,0.0,41,\N,\N,28,17,1:40.661,193.802,3,sutil,1983-01-11,force_india,Accident,0.0,34640.10743801653
248,29,4,4,12,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,4,alonso,1981-07-29,renault,Collision,31.0,69458.58670520231
249,30,13,6,2,1,1,10.0,44,1:22:59.394,4979394,26,3,1:48.222,232.987,1,massa,1981-04-25,ferrari,Finished,131.0,48945.787301587305
250,30,2,2,5,2,2,8.0,44,+9.383,4988777,36,7,1:49.067,231.182,1,heidfeld,1977-05-10,bmw_sauber,Finished,107.0,22933.32
251,30,1,1,1,3,3,6.0,44,+10.539,4989933,20,2,1:48.135,233.175,1,hamilton,1985-01-07,mclaren,Finished,119.0,74893.54398148147
252,30,4,4,6,4,4,5.0,44,+14.478,4993872,25,9,1:49.238,230.820,1,alonso,1981-07-29,renault,Finished,36.0,69458.58670520231
253,30,20,5,10,5,5,4.0,44,+14.576,4993970,16,8,1:49.086,231.142,1,vettel,1987-07-03,toro_rosso,Finished,17.0,71738.98139534883
254,30,9,2,8,6,6,3.0,44,+15.037,4994431,36,5,1:48.965,231.399,1,kubica,1984-12-07,bmw_sauber,Finished,107.0,24428.738095238095
255,30,7,5,9,7,7,2.0,44,+16.735,4996129,31,6,1:49.002,231.320,1,bourdais,1979-02-28,toro_rosso,Finished,17.0,
256,30,17,9,7,8,8,1.0,44,+42.776,5022170,34,10,1:49.515,230.236,1,webber,1976-08-27,red_bull,Finished,25.0,23556.549295774646
257,30,10,7,13,9,9,0.0,44,+1:07.045,5046439,37,12,1:50.255,228.691,1,glock,1982-03-18,toyota,Finished,41.0,23743.946666666667
258,30,5,1,3,10,10,0.0,43,\N,\N,35,4,1:48.223,232.985,6,kovalainen,1981-10-19,mclaren,Gearbox,119.0,24608.666666666668
259,30,14,9,14,11,11,0.0,43,\N,\N,19,11,1:50.177,228.853,11,coulthard,1971-03-27,red_bull,+1 Lap,25.0,
260,30,3,3,15,12,12,0.0,43,\N,\N,32,15,1:50.656,227.862,11,rosberg,1985-06-27,williams,+1 Lap,17.0,49760.69076305221
261,30,16,10,18,13,13,0.0,43,\N,\N,27,13,1:50.487,228.211,11,sutil,1983-01-11,force_india,+1 Lap,0.0,34640.10743801653
262,30,6,3,19,14,14,0.0,43,\N,\N,35,17,1:50.970,227.218,11,nakajima,1985-01-11,williams,+1 Lap,17.0,
263,30,18,11,17,15,15,0.0,43,\N,\N,19,16,1:50.671,227.832,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
264,30,15,7,11,16,16,0.0,43,\N,\N,32,14,1:50.543,228.095,11,trulli,1974-07-13,toyota,+1 Lap,41.0,25106.5
265,30,21,10,20,17,17,0.0,43,\N,\N,17,19,1:51.701,225.731,11,fisichella,1973-01-14,force_india,+1 Lap,0.0,
266,30,8,6,4,18,18,0.0,42,\N,\N,24,1,1:47.930,233.618,20,raikkonen,1979-10-17,ferrari,Spun off,131.0,77797.62640449438
267,30,22,11,16,\N,19,0.0,19,\N,\N,10,20,1:52.072,224.983,6,barrichello,1972-05-23,honda,Gearbox,14.0,24617.02
268,30,12,4,12,\N,20,0.0,13,\N,\N,12,18,1:51.118,226.915,20,piquet_jr,1985-07-25,renault,Spun off,36.0,
269,31,20,5,1,1,1,10.0,53,1:26:47.494,5207494,53,14,1:30.510,230.414,1,vettel,1987-07-03,toro_rosso,Finished,27.0,71738.98139534883
270,31,5,1,2,2,2,8.0,53,+12.512,5220006,53,13,1:30.300,230.950,1,kovalainen,1981-10-19,mclaren,Finished,129.0,24608.666666666668
271,31,9,2,11,3,3,6.0,53,+20.471,5227965,52,12,1:30.298,230.955,1,kubica,1984-12-07,bmw_sauber,Finished,117.0,24428.738095238095
272,31,4,4,8,4,4,5.0,53,+23.903,5231397,51,9,1:29.961,231.820,1,alonso,1981-07-29,renault,Finished,41.0,69458.58670520231
273,31,2,2,10,5,5,4.0,53,+27.748,5235242,53,6,1:29.807,232.217,1,heidfeld,1977-05-10,bmw_sauber,Finished,117.0,22933.32
274,31,13,6,6,6,6,3.0,53,+28.816,5236310,52,4,1:29.696,232.505,1,massa,1981-04-25,ferrari,Finished,134.0,48945.787301587305
275,31,1,1,15,7,7,2.0,53,+29.912,5237406,52,5,1:29.721,232.440,1,hamilton,1985-01-07,mclaren,Finished,129.0,74893.54398148147
276,31,17,9,3,8,8,1.0,53,+32.048,5239542,52,3,1:29.681,232.544,1,webber,1976-08-27,red_bull,Finished,26.0,23556.549295774646
277,31,8,6,14,9,9,0.0,53,+39.468,5246962,53,1,1:28.047,236.859,1,raikkonen,1979-10-17,ferrari,Finished,134.0,77797.62640449438
278,31,12,4,17,10,10,0.0,53,+54.445,5261939,53,16,1:30.918,229.380,1,piquet_jr,1985-07-25,renault,Finished,41.0,
279,31,10,7,9,11,11,0.0,53,+58.888,5266382,53,8,1:29.948,231.853,1,glock,1982-03-18,toyota,Finished,41.0,23743.946666666667
280,31,6,3,18,12,12,0.0,53,+1:02.015,5269509,53,11,1:30.215,231.167,1,nakajima,1985-01-11,williams,Finished,17.0,
281,31,15,7,7,13,13,0.0,53,+1:05.954,5273448,52,15,1:30.853,229.544,1,trulli,1974-07-13,toyota,Finished,41.0,25106.5
282,31,3,3,5,14,14,0.0,53,+1:08.635,5276129,53,10,1:30.019,231.671,1,rosberg,1985-06-27,williams,Finished,17.0,49760.69076305221
283,31,18,11,19,15,15,0.0,53,+1:13.370,5280864,52,7,1:29.827,232.166,1,button,1980-01-19,honda,Finished,14.0,45562.598455598454
284,31,14,9,13,16,16,0.0,52,\N,\N,49,17,1:32.459,225.557,11,coulthard,1971-03-27,red_bull,+1 Lap,26.0,
285,31,22,11,16,17,17,0.0,52,\N,\N,42,19,1:33.918,222.053,11,barrichello,1972-05-23,honda,+1 Lap,14.0,24617.02
286,31,7,5,4,18,18,0.0,52,\N,\N,52,2,1:29.258,233.646,11,bourdais,1979-02-28,toro_rosso,+1 Lap,27.0,
287,31,16,10,20,19,19,0.0,51,\N,\N,51,18,1:33.458,223.146,12,sutil,1983-01-11,force_india,+2 Laps,0.0,34640.10743801653
288,31,21,10,12,\N,20,0.0,11,\N,\N,6,20,1:37.304,214.326,3,fisichella,1973-01-14,force_india,Accident,0.0,
289,32,4,4,15,1,1,10.0,61,1:57:16.304,7036304,55,3,1:45.768,172.464,1,alonso,1981-07-29,renault,Finished,51.0,69458.58670520231
290,32,3,3,8,2,2,8.0,61,+2.957,7039261,39,5,1:46.454,171.352,1,rosberg,1985-06-27,williams,Finished,26.0,49760.69076305221
291,32,1,1,2,3,3,6.0,61,+5.917,7042221,14,4,1:46.072,171.969,1,hamilton,1985-01-07,mclaren,Finished,135.0,74893.54398148147
292,32,10,7,7,4,4,5.0,61,+8.155,7044459,50,8,1:47.044,170.408,1,glock,1982-03-18,toyota,Finished,46.0,23743.946666666667
293,32,20,5,6,5,5,4.0,61,+10.268,7046572,13,9,1:47.271,170.047,1,vettel,1987-07-03,toro_rosso,Finished,31.0,71738.98139534883
294,32,2,2,9,6,6,3.0,61,+11.101,7047405,14,11,1:47.306,169.992,1,heidfeld,1977-05-10,bmw_sauber,Finished,120.0,22933.32
295,32,14,9,14,7,7,2.0,61,+16.387,7052691,41,13,1:47.562,169.587,1,coulthard,1971-03-27,red_bull,Finished,28.0,
296,32,6,3,10,8,8,1.0,61,+18.489,7054793,13,10,1:47.287,170.022,1,nakajima,1985-01-11,williams,Finished,26.0,
297,32,18,11,12,9,9,0.0,61,+19.885,7056189,61,15,1:48.128,168.700,1,button,1980-01-19,honda,Finished,14.0,45562.598455598454
298,32,5,1,5,10,10,0.0,61,+26.902,7063206,14,12,1:47.337,169.943,1,kovalainen,1981-10-19,mclaren,Finished,135.0,24608.666666666668
299,32,9,2,4,11,11,0.0,61,+27.975,7064279,14,6,1:46.899,170.639,1,kubica,1984-12-07,bmw_sauber,Finished,120.0,24428.738095238095
300,32,7,5,17,12,12,0.0,61,+29.432,7065736,29,14,1:47.820,169.181,1,bourdais,1979-02-28,toro_rosso,Finished,31.0,
301,32,13,6,1,13,13,0.0,61,+35.170,7071474,13,2,1:45.757,172.482,1,massa,1981-04-25,ferrari,Finished,134.0,48945.787301587305
302,32,21,10,20,14,14,0.0,61,+43.571,7079875,28,16,1:49.101,167.195,1,fisichella,1973-01-14,force_india,Finished,0.0,
303,32,8,6,3,15,15,0.0,57,\N,\N,14,1,1:45.599,172.740,3,raikkonen,1979-10-17,ferrari,Accident,134.0,77797.62640449438
304,32,15,7,11,\N,16,0.0,50,\N,\N,32,7,1:46.972,170.523,9,trulli,1974-07-13,toyota,Hydraulics,46.0,25106.5
305,32,16,10,19,\N,17,0.0,49,\N,\N,38,18,1:49.270,166.936,3,sutil,1983-01-11,force_india,Accident,0.0,34640.10743801653
306,32,17,9,13,\N,18,0.0,29,\N,\N,13,17,1:49.183,167.069,7,webber,1976-08-27,red_bull,Transmission,28.0,23556.549295774646
307,32,22,11,18,\N,19,0.0,14,\N,\N,13,19,1:50.320,165.348,26,barrichello,1972-05-23,honda,Mechanical,14.0,24617.02
308,32,12,4,16,\N,20,0.0,13,\N,\N,13,20,1:50.449,165.154,3,piquet_jr,1985-07-25,renault,Accident,51.0,
309,33,4,4,4,1,1,10.0,67,1:30:21.892,5421892,41,3,1:19.101,207.668,1,alonso,1981-07-29,renault,Finished,66.0,69458.58670520231
310,33,9,2,6,2,2,8.0,67,+5.283,5427175,16,7,1:19.292,207.168,1,kubica,1984-12-07,bmw_sauber,Finished,128.0,24428.738095238095
311,33,8,6,2,3,3,6.0,67,+6.400,5428292,66,2,1:18.995,207.947,1,raikkonen,1979-10-17,ferrari,Finished,142.0,77797.62640449438
312,33,12,4,12,4,4,5.0,67,+20.570,5442462,54,4,1:19.199,207.411,1,piquet_jr,1985-07-25,renault,Finished,66.0,
313,33,15,7,7,5,5,4.0,67,+23.767,5445659,18,9,1:19.524,206.564,1,trulli,1974-07-13,toyota,Finished,50.0,25106.5
314,33,20,5,9,6,6,3.0,67,+39.207,5461099,21,12,1:19.617,206.322,1,vettel,1987-07-03,toro_rosso,Finished,34.0,71738.98139534883
315,33,13,6,5,7,7,2.0,67,+46.158,5468050,55,1,1:18.426,209.456,1,massa,1981-04-25,ferrari,Finished,142.0,48945.787301587305
316,33,17,9,13,8,8,1.0,67,+50.811,5472703,30,13,1:19.820,205.798,1,webber,1976-08-27,red_bull,Finished,29.0,23556.549295774646
317,33,2,2,16,9,9,0.0,67,+54.120,5476012,67,8,1:19.461,206.727,1,heidfeld,1977-05-10,bmw_sauber,Finished,128.0,22933.32
318,33,7,5,10,10,10,0.0,67,+59.085,5480977,49,6,1:19.262,207.246,1,bourdais,1979-02-28,toro_rosso,Finished,34.0,
319,33,3,3,15,11,11,0.0,67,+1:02.096,5483988,66,10,1:19.531,206.545,1,rosberg,1985-06-27,williams,Finished,26.0,49760.69076305221
320,33,1,1,1,12,12,0.0,67,+1:18.900,5500792,65,11,1:19.560,206.470,1,hamilton,1985-01-07,mclaren,Finished,135.0,74893.54398148147
321,33,22,11,17,13,13,0.0,66,\N,\N,66,16,1:20.575,203.869,11,barrichello,1972-05-23,honda,+1 Lap,14.0,24617.02
322,33,18,11,18,14,14,0.0,66,\N,\N,66,17,1:20.849,203.178,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
323,33,6,3,14,15,15,0.0,66,\N,\N,32,15,1:20.364,204.404,11,nakajima,1985-01-11,williams,+1 Lap,26.0,
324,33,21,10,20,\N,16,0.0,21,\N,\N,20,19,1:21.577,201.365,6,fisichella,1973-01-14,force_india,Gearbox,0.0,
325,33,5,1,3,\N,17,0.0,16,\N,\N,12,5,1:19.258,207.257,5,kovalainen,1981-10-19,mclaren,Engine,135.0,24608.666666666668
326,33,16,10,19,\N,18,0.0,8,\N,\N,6,18,1:21.189,202.327,27,sutil,1983-01-11,force_india,Tyre,0.0,34640.10743801653
327,33,10,7,8,\N,19,0.0,6,\N,\N,4,14,1:20.254,204.685,28,glock,1982-03-18,toyota,Driver Seat,50.0,23743.946666666667
328,33,14,9,11,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,4,coulthard,1971-03-27,red_bull,Collision,29.0,
329,34,1,1,1,1,1,10.0,56,1:31:57.403,5517403,13,1,1:36.325,203.722,1,hamilton,1985-01-07,mclaren,Finished,145.0,74893.54398148147
330,34,13,6,3,2,2,8.0,56,+14.925,5532328,36,4,1:36.591,203.161,1,massa,1981-04-25,ferrari,Finished,156.0,48945.787301587305
331,34,8,6,2,3,3,6.0,56,+16.445,5533848,14,2,1:36.483,203.389,1,raikkonen,1979-10-17,ferrari,Finished,156.0,77797.62640449438
332,34,4,4,4,4,4,5.0,56,+18.370,5535773,56,5,1:36.659,203.018,1,alonso,1981-07-29,renault,Finished,72.0,69458.58670520231
333,34,2,2,9,5,5,4.0,56,+28.923,5546326,56,3,1:36.498,203.357,1,heidfeld,1977-05-10,bmw_sauber,Finished,135.0,22933.32
334,34,9,2,11,6,6,3.0,56,+33.219,5550622,56,7,1:36.854,202.610,1,kubica,1984-12-07,bmw_sauber,Finished,135.0,24428.738095238095
335,34,10,7,12,7,7,2.0,56,+41.722,5559125,56,6,1:36.727,202.876,1,glock,1982-03-18,toyota,Finished,52.0,23743.946666666667
336,34,12,4,10,8,8,1.0,56,+56.645,5574048,56,8,1:36.996,202.313,1,piquet_jr,1985-07-25,renault,Finished,72.0,
337,34,20,5,6,9,9,0.0,56,+1:04.339,5581742,55,9,1:37.212,201.863,1,vettel,1987-07-03,toro_rosso,Finished,34.0,71738.98139534883
338,34,14,9,15,10,10,0.0,56,+1:14.842,5592245,27,14,1:37.753,200.746,1,coulthard,1971-03-27,red_bull,Finished,29.0,
339,34,22,11,13,11,11,0.0,56,+1:25.061,5602464,56,16,1:37.845,200.558,1,barrichello,1972-05-23,honda,Finished,14.0,24617.02
340,34,6,3,17,12,12,0.0,56,+1:30.847,5608250,54,17,1:38.019,200.202,1,nakajima,1985-01-11,williams,Finished,26.0,
341,34,7,5,8,13,13,0.0,56,+1:31.457,5608860,36,12,1:37.452,201.366,1,bourdais,1979-02-28,toro_rosso,Finished,34.0,
342,34,17,9,16,14,14,0.0,56,+1:32.422,5609825,10,13,1:37.680,200.896,1,webber,1976-08-27,red_bull,Finished,29.0,23556.549295774646
343,34,3,3,14,15,15,0.0,55,\N,\N,38,10,1:37.246,201.793,11,rosberg,1985-06-27,williams,+1 Lap,26.0,49760.69076305221
344,34,18,11,18,16,16,0.0,55,\N,\N,54,15,1:37.773,200.705,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
345,34,21,10,20,17,17,0.0,55,\N,\N,54,18,1:38.372,199.483,11,fisichella,1973-01-14,force_india,+1 Lap,0.0,
346,34,5,1,5,\N,18,0.0,49,\N,\N,32,11,1:37.302,201.677,9,kovalainen,1981-10-19,mclaren,Hydraulics,145.0,24608.666666666668
347,34,16,10,19,\N,19,0.0,13,\N,\N,13,19,1:39.683,196.860,5,sutil,1983-01-11,force_india,Engine,0.0,34640.10743801653
348,34,15,7,7,\N,20,0.0,2,\N,\N,2,20,2:39.612,122.945,4,trulli,1974-07-13,toyota,Collision,52.0,25106.5
349,35,13,6,1,1,1,10.0,71,1:34:11.435,5651435,36,1,1:13.736,210.377,1,massa,1981-04-25,ferrari,Finished,172.0,48945.787301587305
350,35,4,4,6,2,2,8.0,71,+13.298,5664733,39,8,1:14.229,208.980,1,alonso,1981-07-29,renault,Finished,80.0,69458.58670520231
351,35,8,6,3,3,3,6.0,71,+16.235,5667670,59,3,1:14.117,209.296,1,raikkonen,1979-10-17,ferrari,Finished,172.0,77797.62640449438
352,35,20,5,7,4,4,5.0,71,+38.011,5689446,25,7,1:14.214,209.022,1,vettel,1987-07-03,toro_rosso,Finished,39.0,71738.98139534883
353,35,1,1,4,5,5,4.0,71,+38.907,5690342,31,4,1:14.159,209.177,1,hamilton,1985-01-07,mclaren,Finished,151.0,74893.54398148147
354,35,10,7,10,6,6,3.0,71,+44.368,5695803,32,2,1:14.057,209.465,1,glock,1982-03-18,toyota,Finished,56.0,23743.946666666667
355,35,5,1,5,7,7,2.0,71,+55.074,5706509,36,6,1:14.207,209.042,1,kovalainen,1981-10-19,mclaren,Finished,151.0,24608.666666666668
356,35,15,7,2,8,8,1.0,71,+1:08.433,5719868,40,5,1:14.167,209.155,1,trulli,1974-07-13,toyota,Finished,56.0,25106.5
357,35,17,9,12,9,9,0.0,71,+1:19.666,5731101,40,14,1:15.033,206.741,1,webber,1976-08-27,red_bull,Finished,29.0,23556.549295774646
358,35,2,2,8,10,10,0.0,70,\N,\N,41,10,1:14.652,207.796,11,heidfeld,1977-05-10,bmw_sauber,+1 Lap,135.0,22933.32
359,35,9,2,13,11,11,0.0,70,\N,\N,61,9,1:14.375,208.570,11,kubica,1984-12-07,bmw_sauber,+1 Lap,135.0,24428.738095238095
360,35,3,3,18,12,12,0.0,70,\N,\N,35,12,1:14.934,207.014,11,rosberg,1985-06-27,williams,+1 Lap,26.0,49760.69076305221
361,35,18,11,17,13,13,0.0,70,\N,\N,59,11,1:14.759,207.498,11,button,1980-01-19,honda,+1 Lap,14.0,45562.598455598454
362,35,7,5,9,14,14,0.0,70,\N,\N,57,13,1:14.951,206.967,11,bourdais,1979-02-28,toro_rosso,+1 Lap,39.0,
363,35,22,11,15,15,15,0.0,70,\N,\N,35,16,1:15.414,205.696,11,barrichello,1972-05-23,honda,+1 Lap,14.0,24617.02
364,35,16,10,20,16,16,0.0,69,\N,\N,60,17,1:15.773,204.721,12,sutil,1983-01-11,force_india,+2 Laps,0.0,34640.10743801653
365,35,6,3,16,17,17,0.0,69,\N,\N,50,18,1:15.865,204.473,12,nakajima,1985-01-11,williams,+2 Laps,26.0,
366,35,21,10,19,18,18,0.0,69,\N,\N,36,15,1:15.212,206.249,12,fisichella,1973-01-14,force_india,+2 Laps,0.0,
367,35,12,4,11,\N,19,0.0,0,\N,\N,\N,\N,\N,\N,3,piquet_jr,1985-07-25,renault,Accident,80.0,
368,35,14,9,14,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,4,coulthard,1971-03-27,red_bull,Collision,29.0,
369,36,8,6,1,1,1,10.0,58,1:25:28.770,5128770,41,1,1:25.235,223.978,1,raikkonen,1979-10-17,ferrari,Finished,13.0,77797.62640449438
